"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
137012270,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Own it outright","Widowed","65-74","White","Degree or diploma","Urban",3,NA,0.498096376657486,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Not at all worried","Fairly worried","Not very worried",0.391381323337555,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136761200,"D (Online Security)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","35-44","White","Apprenticeship or A/AS level","Urban",5,NA,0.646339535713196,"G. Unemployment","Fairly safe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147429200,"D (Online Security)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","35-44","White","Degree or diploma","Urban",1,NA,0.607908844947815,"B. Poverty","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136063140,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Rent it","Widowed","75+","White","O level/GCSE","Urban",1,NA,0.351868271827698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136103170,"A (Experiences of the police)","Female","2 years but less than 3 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Rural",4,NA,0.812867522239685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.500811278820038
137146060,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Degree or diploma","Rural",5,NA,0.708272218704224,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136866100,"B (Attitudes to the CJS)","Male","Less than 12 months","No","Yes","Rent it","Cohabiting","16-24","White","Apprenticeship or A/AS level","Rural",4,NA,0.764420032501221,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136214260,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","White","Apprenticeship or A/AS level","Urban",2,NA,1.9947304725647,NA,NA,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not very common",NA
136666270,"C (Crime prevention and security)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Urban",5,NA,1.01193416118622,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136081120,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Own it outright","Cohabiting","55-64","Black or Black British","None","Urban",4,NA,0.837063193321228,"E. Drugs","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
147284200,"D (Online Security)","Male","3 years but less than 5 years",NA,"Yes","Own it outright","Single","45-54","White","None","Urban",2,NA,0.643472731113434,"E. Drugs","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not very common",NA
136737240,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Apprenticeship or A/AS level","Urban",5,NA,0.513764023780823,"H. Breakdown of family","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
136750210,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"No","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","O level/GCSE","Urban",1,NA,2.48976135253906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",1.95666265487671
136808010,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Apprenticeship or A/AS level","Urban",5,NA,0.723486602306366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.478257030248642
136132010,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",NA,3,0.771510899066925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.488288074731827
136015050,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"No","Rent it","Single","55-64","Black or Black British","Degree or diploma","Urban",1,NA,0.567455291748047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",2.46846389770508
137067030,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Rural",4,NA,0.700023829936981,NA,NA,NA,NA,"Fairly worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.875262022018433,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137109100,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Widowed","45-54","White","Degree or diploma","Urban",2,NA,0.624302268028259,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136926100,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","None","Urban",2,NA,0.374581962823868,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136655270,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Degree or diploma","Urban",5,NA,0.584215819835663,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Not very worried","Fairly worried","Not very worried",0.659446716308594,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137059050,"A (Experiences of the police)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",4,NA,0.856970489025116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",0.478257030248642
137014110,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","None","Urban",5,NA,0.259297221899033,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147583270,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","O level/GCSE","Urban",5,NA,0.558589994907379,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136829160,"D (Online Security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","Asian or Asian British","Apprenticeship or A/AS level","Urban",4,NA,1.24822402000427,"G. Unemployment","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not at all common","Not at all common",NA
136480210,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Own it outright","Divorced","65-74","White","None","Urban",2,NA,0.276324898004532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136620040,"D (Online Security)","Female","2 years but less than 3 years",NA,"No","Rent it","Widowed","75+","White","Apprenticeship or A/AS level","Urban",3,NA,0.592213928699493,"I. Too few police","A bit unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136422090,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"Yes","Rent it","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",2,NA,1.31638324260712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",1.50733256340027
136809300,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Rural",5,NA,0.575003027915955,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147408030,"C (Crime prevention and security)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Separate","45-54","White","Degree or diploma","Urban",2,NA,0.791758835315704,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Fairly worried","Not at all worried",0.0516369082033634,"Not a victim of crime","Not at all common","Not at all common","Fairly common",NA
135441510,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",1,NA,1.16076350212097,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Victim of crime","Fairly common","Not very common","Fairly common",NA
135443160,"D (Online Security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","35-44","White","Degree or diploma","Urban",5,NA,0.429848402738571,"D. Lack of discipline from parents","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",NA
136724150,"C (Crime prevention and security)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","O level/GCSE","Urban",2,NA,1.20889568328857,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.502788186073303,"Victim of crime","Not very common","Not at all common","Not very common",NA
136836100,"B (Attitudes to the CJS)","Female","12 months but less than 2 years","Yes","No","Rent it","Single","25-34","Black or Black British","O level/GCSE","Urban",1,NA,0.662864327430725,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136627170,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Degree or diploma","Urban",4,NA,0.337771773338318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136556220,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","Asian or Asian British","O level/GCSE","Urban",1,NA,1.57428157329559,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Fairly common","Not very common",NA
136766120,"D (Online Security)","Male","20 years or longer",NA,"No","Own it outright","Single","65-74","White","None","Urban",5,NA,0.593353569507599,"D. Lack of discipline from parents","Very safe","Very safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
137185280,"D (Online Security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Rural",4,NA,1.33851170539856,"D. Lack of discipline from parents","Very safe","Very safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136163050,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","Chinese or Other","None","Urban",1,NA,1.24442172050476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.508492052555084
147561070,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Separate","55-64","White","None","Rural",1,NA,0.5540691614151,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136544050,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",NA,5,1.07619857788086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.0463824979960918
